Base position	No. reads	Exon
108307020	0	NaN
108307021	0	NaN
108307022	0	NaN
108307023	0	NaN
108307024	0	NaN
108307025	0	NaN
108307026	0	NaN
108307027	0	NaN
108307028	0	NaN
108307029	0	NaN
108307030	0	NaN
108307031	0	NaN
108307032	0	NaN
108307033	0	NaN
108307034	0	NaN
108307035	0	NaN
108307036	0	NaN
108307037	0	NaN
108307038	0	NaN
108307039	0	NaN
108307040	0	NaN
108307041	0	NaN
108307042	0	NaN
108307043	0	NaN
108307044	0	NaN
108307045	0	NaN
108307046	0	NaN
108307047	0	NaN
108307048	0	NaN
108307049	0	NaN
108307050	0	NaN
108307051	0	NaN
108307052	0	NaN
108307053	0	NaN
108307054	0	NaN
108307055	0	NaN
108307056	0	NaN
108307057	0	NaN
108307058	0	NaN
108307059	0	NaN
108307060	0	NaN
108307061	0	NaN
108307062	0	NaN
108307063	0	NaN
108307064	0	NaN
108307065	0	NaN
108307066	0	NaN
108307067	0	NaN
108307068	0	NaN
108307069	0	NaN
108307070	0	NaN
108307071	0	NaN
108307072	0	NaN
108307073	0	NaN
108307074	0	NaN
108307075	0	NaN
108307076	0	NaN
108307077	0	NaN
108307078	0	NaN
108307079	0	NaN
108307080	0	NaN
108307081	0	NaN
108307082	0	NaN
108307083	0	NaN
108307084	0	NaN
108307085	0	NaN
108307086	0	NaN
108307087	0	NaN
108307088	0	NaN
108307089	0	NaN
108307090	0	NaN
108307091	0	NaN
108307092	0	NaN
108307093	0	NaN
108307094	0	NaN
108307095	0	NaN
108307096	0	NaN
108307097	0	NaN
108307098	0	NaN
108307099	0	NaN
108307100	0	NaN
108307101	0	NaN
108307102	0	NaN
108307103	0	NaN
108307104	0	NaN
108307105	0	NaN
108307106	0	NaN
108307107	0	NaN
108307108	0	NaN
108307109	0	NaN
108307110	0	NaN
108307111	0	NaN
108307112	0	NaN
108307113	0	NaN
108307114	0	NaN
108307115	0	NaN
108307116	0	NaN
108307117	0	NaN
108307118	0	NaN
108307119	0	NaN
108307120	0	NaN
108307121	0	NaN
108307122	0	NaN
108307123	0	NaN
108307124	0	NaN
108307125	0	NaN
108307126	0	NaN
108307127	0	NaN
108307128	0	NaN
108307129	0	NaN
108307130	0	NaN
108307131	0	NaN
108307132	0	NaN
108307133	0	NaN
108307134	0	NaN
108307135	0	NaN
108307136	0	NaN
108307137	0	NaN
108307138	0	NaN
108307139	0	NaN
108307140	0	NaN
108307141	0	NaN
108307142	0	NaN
108307143	0	NaN
108307144	0	NaN
108307145	0	NaN
108307146	0	NaN
108307147	0	NaN
108307148	0	NaN
108307149	0	NaN
108307150	0	NaN
108307151	0	NaN
108307152	0	NaN
108307153	0	NaN
108307154	0	NaN
108307155	0	NaN
108307156	0	NaN
108307157	0	NaN
108307158	0	NaN
108307159	0	NaN
108307160	0	NaN
108307161	0	NaN
108307162	0	NaN
108307163	0	NaN
108307164	0	NaN
108307165	0	NaN
108307166	0	NaN
108307167	0	NaN
108307168	0	NaN
108307169	0	NaN
108307170	0	NaN
108307171	0	NaN
108307172	0	NaN
108307173	0	NaN
108307174	0	NaN
108307175	0	NaN
108307176	0	NaN
108307177	0	NaN
108307178	0	NaN
108307179	0	NaN
108307180	0	NaN
108307181	0	NaN
108307182	0	NaN
108307183	0	NaN
108307184	0	NaN
108307185	0	NaN
108307186	0	NaN
108307187	0	NaN
108307188	0	NaN
108307189	0	NaN
108307190	0	NaN
108307191	0	NaN
108307192	0	NaN
108307193	0	NaN
108307194	0	NaN
108307195	0	NaN
108307196	0	NaN
108307197	0	NaN
108307198	0	NaN
108307199	0	NaN
108307200	0	NaN
108307201	0	NaN
108307202	0	NaN
108307203	0	NaN
108307204	0	NaN
108307205	0	NaN
108307206	0	NaN
108307207	0	NaN
108307208	0	NaN
108307209	0	NaN
108307210	0	NaN
108307211	0	NaN
108307212	0	NaN
108307213	0	NaN
108307214	0	NaN
108307215	0	NaN
108307216	0	NaN
108307217	0	NaN
108307218	0	NaN
108307219	0	NaN
108307220	0	NaN
108307221	0	NaN
108307222	0	NaN
108307223	0	NaN
108307224	0	NaN
108307225	0	NaN
108307226	0	NaN
108307227	0	NaN
108307228	0	NaN
108307229	0	NaN
108307230	0	NaN
108307231	0	NaN
108307232	0	NaN
108307233	0	NaN
108307234	0	NaN
108307235	0	NaN
108307236	0	NaN
108307237	0	NaN
108307238	0	NaN
108307239	0	NaN
108307240	0	NaN
108307241	0	NaN
108307242	0	NaN
108307243	0	NaN
108307244	0	NaN
108307245	0	NaN
108307246	0	NaN
108307247	0	NaN
108307248	0	NaN
108307249	0	NaN
108307250	0	NaN
108307251	0	NaN
108307252	0	NaN
108307253	0	NaN
108307254	0	NaN
108307255	0	NaN
108307256	0	NaN
108307257	0	NaN
108307258	0	NaN
108307259	0	NaN
108307260	0	NaN
108307261	0	NaN
108307262	0	NaN
108307263	0	NaN
108307264	0	NaN
108307265	0	NaN
108307266	0	NaN
108307267	0	NaN
108307268	0	NaN
108307269	0	NaN
108307270	0	NaN
108307271	0	NaN
108307272	0	NaN
108307273	0	NaN
108307274	0	NaN
108307275	0	NaN
108307276	0	NaN
108307277	0	NaN
108307278	0	NaN
108307279	0	NaN
108307280	0	NaN
108307281	0	NaN
108307282	0	NaN
108307283	0	NaN
108307284	0	NaN
108307285	0	NaN
108307286	0	NaN
108307287	0	NaN
108307288	0	NaN
108307289	0	NaN
108307290	0	NaN
108307291	0	NaN
108307292	0	NaN
108307293	0	NaN
108307294	0	NaN
108307295	0	NaN
108307296	0	NaN
108307297	0	NaN
108307298	0	NaN
108307299	0	NaN
108307300	0	NaN
108307301	0	NaN
108307302	0	NaN
108307303	0	NaN
108307304	0	NaN
108307305	0	NaN
108307306	0	NaN
108307307	0	NaN
108307308	0	NaN
108307309	0	NaN
108307310	0	NaN
108307311	0	NaN
108307312	0	NaN
108307313	0	NaN
108307314	0	NaN
108307315	0	NaN
108307316	0	NaN
108307317	0	NaN
108307318	0	NaN
108307319	0	NaN
108307320	0	NaN
108307321	0	NaN
108307322	0	NaN
108307323	0	NaN
108307324	0	NaN
108307325	0	NaN
108307326	0	NaN
108307327	0	NaN
108307328	0	NaN
108307329	0	NaN
108307330	0	NaN
108307331	0	NaN
108307332	0	NaN
108307333	0	NaN
108307334	0	NaN
108307335	0	NaN
108307336	0	NaN
108307337	0	NaN
108307338	0	NaN
108307339	0	NaN
108307340	0	NaN
108307341	0	NaN
108307342	0	NaN
108307343	0	NaN
108307344	0	NaN
108307345	0	NaN
108307346	0	NaN
108307347	0	NaN
108307348	0	NaN
108307349	0	NaN
108307350	0	NaN
108307351	0	NaN
108307352	0	NaN
108307353	0	NaN
108307354	0	NaN
108307355	0	NaN
108307356	0	NaN
108307357	0	NaN
108307358	0	NaN
108307359	0	NaN
108307360	0	NaN
108307361	0	NaN
108307362	0	NaN
108307363	0	NaN
108307364	0	NaN
108307365	0	NaN
108307366	0	NaN
108307367	0	NaN
108307368	0	NaN
108307369	0	NaN
108307370	0	NaN
108307371	0	NaN
108307372	0	NaN
108307373	0	NaN
108307374	0	NaN
108307375	0	NaN
108307376	0	NaN
108307377	0	NaN
108307378	0	NaN
108307379	0	NaN
108307380	0	NaN
108307381	0	NaN
108307382	0	NaN
108307383	0	NaN
108307384	0	NaN
108307385	0	NaN
108307386	0	NaN
108307387	0	NaN
108307388	0	NaN
108307389	0	NaN
108307390	0	NaN
108307391	0	NaN
108307392	0	NaN
108307393	0	NaN
108307394	0	NaN
108307395	0	NaN
108307396	0	NaN
108307397	0	NaN
108307398	0	NaN
108307399	0	NaN
108307400	0	NaN
108307401	0	NaN
108307402	0	NaN
108307403	0	NaN
108307404	0	NaN
108307405	0	NaN
108307406	0	NaN
108307407	0	NaN
108307408	0	NaN
108307409	0	NaN
108307410	0	NaN
108307411	0	NaN
108307412	0	NaN
108307413	0	NaN
108307414	0	NaN
108307415	0	NaN
108307416	0	NaN
108307417	0	NaN
108307418	0	NaN
108307419	0	NaN
108307420	0	NaN
108307421	0	NaN
108307422	0	NaN
108307423	0	NaN
108307424	0	NaN
108307425	0	NaN
108307426	0	NaN
108307427	0	NaN
108307428	0	NaN
108307429	0	NaN
108307430	0	NaN
108307431	0	NaN
108307432	0	NaN
108307433	0	NaN
108307434	0	NaN
108307435	0	NaN
108307436	0	NaN
108307437	0	NaN
108307438	0	NaN
108307439	0	NaN
108307440	0	NaN
108307441	0	NaN
108307442	0	NaN
108307443	0	NaN
108307444	0	NaN
108307445	0	NaN
108307446	0	NaN
108307447	0	NaN
108307448	0	NaN
108307449	0	NaN
108307450	0	NaN
108307451	0	NaN
108307452	0	NaN
108307453	0	NaN
108307454	0	NaN
108307455	0	NaN
108307456	0	NaN
108307457	0	NaN
108307458	0	NaN
108307459	0	NaN
108307460	0	NaN
108307461	0	NaN
108307462	0	NaN
108307463	0	NaN
108307464	0	NaN
108307465	0	NaN
108307466	0	NaN
108307467	0	NaN
108307468	0	NaN
108307469	0	NaN
108307470	0	NaN
108307471	0	NaN
108307472	0	NaN
108307473	0	NaN
108307474	0	NaN
108307475	0	NaN
108307476	0	NaN
108307477	0	NaN
108307478	0	NaN
108307479	0	NaN
108307480	0	NaN
108307481	0	NaN
108307482	0	NaN
108307483	0	NaN
108307484	0	NaN
108307485	0	NaN
108307486	0	NaN
108307487	0	NaN
108307488	0	NaN
108307489	0	NaN
108307490	0	NaN
108307491	0	NaN
108307492	0	NaN
108307493	0	NaN
108307494	0	NaN
108307495	0	NaN
108307496	0	NaN
108307497	0	NaN
108307498	0	NaN
108307499	0	NaN
108307500	0	NaN
108307501	0	NaN
108307502	0	NaN
108307503	0	NaN
108307504	0	NaN
108307505	0	NaN
108307506	0	NaN
108307507	0	NaN
108307508	0	NaN
108307509	0	NaN
108307510	0	NaN
108307511	0	NaN
108307512	0	NaN
108307513	0	NaN
108307514	0	NaN
108307515	0	NaN
108307516	0	NaN
108307517	0	NaN
108307518	0	NaN
108307519	0	NaN
108307520	0	NaN
108307521	0	NaN
108307522	0	NaN
108307523	0	NaN
108307524	0	NaN
108307525	0	NaN
108307526	0	NaN
108307527	0	NaN
108307528	0	NaN
108307529	0	NaN
108307530	0	NaN
108307531	0	NaN
108307532	0	NaN
108307533	0	NaN
108307534	0	NaN
108307535	0	NaN
108307536	0	NaN
108307537	0	NaN
108307538	0	NaN
108307539	0	NaN
108307540	0	NaN
108307541	0	NaN
108307542	0	NaN
108307543	0	NaN
108307544	0	NaN
108307545	0	NaN
108307546	0	NaN
108307547	0	NaN
108307548	0	NaN
108307549	0	NaN
108307550	0	NaN
108307551	0	NaN
108307552	0	NaN
108307553	0	NaN
108307554	0	NaN
108307555	0	NaN
108307556	0	NaN
108307557	0	NaN
108307558	0	NaN
108307559	0	NaN
108307560	0	NaN
108307561	0	NaN
108307562	0	NaN
108307563	0	NaN
108307564	0	NaN
108307565	0	NaN
108307566	0	NaN
108307567	0	NaN
108307568	0	NaN
108307569	0	NaN
108307570	0	NaN
108307571	0	NaN
108307572	0	NaN
108307573	0	NaN
108307574	0	NaN
108307575	0	NaN
108307576	0	NaN
108307577	0	NaN
108307578	0	NaN
108307579	0	NaN
108307580	0	NaN
108307581	0	NaN
108307582	0	NaN
108307583	0	NaN
108307584	0	NaN
108307585	0	NaN
108307586	0	NaN
108307587	0	NaN
108307588	0	NaN
108307589	0	NaN
108307590	0	NaN
108307591	0	NaN
108307592	0	NaN
108307593	0	NaN
108307594	0	NaN
108307595	0	NaN
108307596	0	NaN
108307597	0	NaN
108307598	0	NaN
108307599	0	NaN
108307600	0	NaN
108307601	0	NaN
108307602	0	NaN
108307603	0	NaN
108307604	0	NaN
108307605	0	NaN
108307606	0	NaN
108307607	0	NaN
108307608	0	NaN
108307609	0	NaN
108307610	0	NaN
108307611	0	NaN
108307612	0	NaN
108307613	0	NaN
108307614	0	NaN
108307615	0	NaN
108307616	0	NaN
108307617	0	NaN
108307618	0	NaN
108307619	0	NaN
108307620	0	NaN
108307621	0	NaN
108307622	0	NaN
108307623	0	NaN
108307624	0	NaN
108307625	0	NaN
108307626	0	NaN
108307627	0	NaN
108307628	0	NaN
108307629	0	NaN
108307630	0	NaN
108307631	0	NaN
108307632	0	NaN
108307633	0	NaN
108307634	0	NaN
108307635	0	NaN
108307636	0	NaN
108307637	0	NaN
108307638	0	NaN
108307639	0	NaN
108307640	0	NaN
108307641	0	NaN
108307642	0	NaN
108307643	0	NaN
108307644	0	NaN
108307645	0	NaN
108307646	0	NaN
108307647	0	NaN
108307648	0	NaN
108307649	0	NaN
108307650	0	NaN
108307651	0	NaN
108307652	0	NaN
108307653	0	NaN
108307654	0	NaN
108307655	0	NaN
108307656	0	NaN
108307657	0	NaN
108307658	0	NaN
108307659	0	NaN
108307660	0	NaN
108307661	0	NaN
108307662	0	NaN
108307663	0	NaN
108307664	0	NaN
108307665	0	NaN
108307666	0	NaN
108307667	0	NaN
108307668	0	NaN
108307669	0	NaN
108307670	0	NaN
108307671	0	NaN
108307672	0	NaN
108307673	0	NaN
108307674	0	NaN
108307675	0	NaN
108307676	0	NaN
108307677	0	NaN
108307678	0	NaN
108307679	0	NaN
108307680	0	NaN
108307681	0	NaN
108307682	0	NaN
108307683	0	NaN
108307684	0	NaN
108307685	0	NaN
108307686	0	NaN
108307687	0	NaN
108307688	0	NaN
108307689	0	NaN
108307690	0	NaN
108307691	0	NaN
108307692	0	NaN
108307693	0	NaN
108307694	0	NaN
108307695	0	NaN
108307696	0	NaN
108307697	0	NaN
108307698	0	NaN
108307699	0	NaN
108307700	0	NaN
108307701	0	NaN
108307702	0	NaN
108307703	0	NaN
108307704	0	NaN
108307705	0	NaN
108307706	0	NaN
108307707	0	NaN
108307708	0	NaN
108307709	0	NaN
108307710	0	NaN
108307711	0	NaN
108307712	0	NaN
108307713	0	NaN
108307714	0	NaN
108307715	0	NaN
108307716	0	NaN
108307717	0	NaN
108307718	0	NaN
108307719	0	NaN
108307720	0	NaN
108307721	0	NaN
108307722	0	NaN
108307723	0	NaN
108307724	0	NaN
108307725	0	NaN
108307726	0	NaN
108307727	0	NaN
108307728	0	NaN
108307729	0	NaN
108307730	0	NaN
108307731	0	NaN
108307732	0	NaN
108307733	0	NaN
108307734	0	NaN
108307735	0	NaN
108307736	0	NaN
108307737	0	NaN
108307738	0	NaN
108307739	0	NaN
108307740	0	NaN
108307741	0	NaN
108307742	0	NaN
108307743	0	NaN
108307744	0	NaN
108307745	0	NaN
108307746	0	NaN
108307747	0	NaN
108307748	0	NaN
108307749	0	NaN
108307750	0	NaN
108307751	0	NaN
108307752	0	NaN
108307753	0	NaN
108307754	0	NaN
108307755	0	NaN
108307756	0	NaN
108307757	0	NaN
108307758	0	NaN
108307759	0	NaN
108307760	0	NaN
108307761	0	NaN
108307762	0	NaN
108307763	0	NaN
108307764	0	NaN
108307765	0	NaN
108307766	0	NaN
108307767	0	NaN
108307768	0	NaN
108307769	0	NaN
108307770	0	NaN
108307771	0	NaN
108307772	0	NaN
108307773	0	NaN
108307774	0	NaN
108307775	0	NaN
108307776	0	NaN
108307777	0	NaN
108307778	0	NaN
108307779	0	NaN
108307780	0	NaN
108307781	0	NaN
108307782	0	NaN
108307783	0	NaN
108307784	0	NaN
108307785	0	NaN
108307786	0	NaN
108307787	0	NaN
108307788	0	NaN
108307789	0	NaN
108307790	0	NaN
108307791	0	NaN
108307792	0	NaN
108307793	0	NaN
108307794	0	NaN
108307795	0	NaN
108307796	0	NaN
108307797	0	NaN
108307798	0	NaN
108307799	0	NaN
108307800	0	NaN
108307801	0	NaN
108307802	0	NaN
108307803	0	NaN
108307804	0	NaN
108307805	0	NaN
108307806	0	NaN
108307807	0	NaN
108307808	0	NaN
108307809	0	NaN
108307810	0	NaN
108307811	0	NaN
108307812	0	NaN
108307813	0	NaN
108307814	0	NaN
108307815	0	NaN
108307816	0	NaN
108307817	0	NaN
108307818	0	NaN
108307819	0	NaN
108307820	0	NaN
108307821	0	NaN
108307822	0	NaN
108307823	0	NaN
108307824	0	NaN
108307825	0	NaN
108307826	0	NaN
108307827	0	NaN
108307828	0	NaN
108307829	0	NaN
108307830	0	NaN
108307831	0	NaN
108307832	0	NaN
108307833	0	NaN
108307834	0	NaN
108307835	0	NaN
108307836	0	NaN
108307837	0	NaN
108307838	0	NaN
108307839	0	NaN
108307840	0	NaN
108307841	0	NaN
108307842	0	NaN
108307843	0	NaN
108307844	0	NaN
108307845	0	NaN
108307846	0	NaN
108307847	0	NaN
108307848	0	NaN
108307849	0	NaN
108307850	0	NaN
108307851	0	NaN
108307852	0	NaN
108307853	0	NaN
108307854	0	NaN
108307855	0	NaN
108307856	0	NaN
108307857	0	NaN
108307858	0	NaN
108307859	0	NaN
108307860	0	NaN
108307861	0	NaN
108307862	0	NaN
108307863	0	NaN
108307864	0	NaN
108307865	0	NaN
108307866	0	NaN
108307867	0	NaN
108307868	0	NaN
108307869	0	NaN
108307870	0	NaN
108307871	0	NaN
108307872	0	NaN
108307873	0	NaN
108307874	0	NaN
108307875	0	NaN
108307876	0	NaN
108307877	0	NaN
108307878	0	NaN
108307879	0	NaN
108307880	0	NaN
108307881	0	NaN
108307882	0	NaN
108307883	0	NaN
108307884	0	NaN
108307885	0	NaN
108307886	0	NaN
108307887	0	NaN
108307888	0	NaN
108307889	0	NaN
108307890	0	NaN
108307891	0	NaN
108307892	0	NaN
108307893	0	NaN
108307894	0	NaN
108307895	0	NaN
108307896	0	NaN
108307897	0	NaN
108307898	0	NaN
108307899	0	NaN
108307900	0	NaN
108307901	0	NaN
108307902	0	NaN
108307903	0	NaN
108307904	0	NaN
108307905	0	NaN
108307906	0	NaN
108307907	0	NaN
108307908	0	NaN
108307909	0	NaN
108307910	0	NaN
108307911	0	NaN
108307912	0	NaN
108307913	0	NaN
108307914	0	NaN
108307915	0	NaN
108307916	0	NaN
108307917	0	NaN
108307918	0	NaN
108307919	0	NaN
108307920	0	NaN
108307921	0	NaN
108307922	0	NaN
108307923	0	NaN
108307924	0	NaN
108307925	0	NaN
108307926	0	NaN
108307927	0	NaN
108307928	0	NaN
108307929	0	NaN
108307930	0	NaN
108307931	0	NaN
108307932	0	NaN
108307933	0	NaN
108307934	0	NaN
108307935	0	NaN
108307936	0	NaN
108307937	0	NaN
108307938	0	NaN
108307939	0	NaN
108307940	0	NaN
108307941	0	NaN
108307942	0	NaN
108307943	0	NaN
108307944	0	NaN
108307945	0	NaN
108307946	0	NaN
108307947	0	NaN
108307948	0	NaN
108307949	0	NaN
108307950	0	NaN
108307951	0	NaN
108307952	0	NaN
108307953	0	NaN
108307954	0	NaN
108307955	0	NaN
108307956	0	NaN
108307957	0	NaN
108307958	0	NaN
108307959	0	NaN
108307960	0	NaN
108307961	0	NaN
108307962	0	NaN
108307963	0	NaN
108307964	0	NaN
108307965	0	NaN
108307966	0	NaN
108307967	0	NaN
108307968	0	NaN
108307969	0	NaN
108307970	0	NaN
108307971	0	NaN
108307972	0	NaN
108307973	0	NaN
108307974	0	NaN
108307975	0	NaN
108307976	0	NaN
108307977	0	NaN
108307978	0	NaN
108307979	0	NaN
108307980	0	NaN
108307981	0	NaN
108307982	0	NaN
108307983	0	NaN
108307984	0	NaN
108307985	0	NaN
108307986	0	NaN
108307987	0	NaN
108307988	0	NaN
108307989	0	NaN
108307990	0	NaN
108307991	0	NaN
108307992	0	NaN
108307993	0	NaN
108307994	0	NaN
108307995	0	NaN
108307996	0	NaN
108307997	0	NaN
108307998	0	NaN
108307999	0	NaN
108308000	0	NaN
108308001	0	NaN
108308002	0	NaN
108308003	0	NaN
108308004	0	NaN
108308005	0	NaN
108308006	0	NaN
108308007	0	NaN
108308008	0	NaN
108308009	0	NaN
108308010	0	NaN
108308011	0	NaN
108308012	0	NaN
108308013	0	NaN
108308014	0	NaN
108308015	0	NaN
108308016	0	NaN
108308017	0	NaN
108308018	0	NaN
108308019	0	NaN
108308020	0	NaN
108308021	0	NaN
108308022	0	NaN
108308023	0	NaN
108308024	0	NaN
108308025	0	NaN
108308026	0	NaN
108308027	0	NaN
108308028	0	NaN
108308029	0	NaN
108308030	0	NaN
108308031	0	NaN
108308032	0	NaN
108308033	0	NaN
108308034	0	NaN
108308035	0	NaN
108308036	0	NaN
108308037	0	NaN
108308038	0	NaN
108308039	0	NaN
108308040	0	NaN
108308041	0	NaN
108308042	0	NaN
108308043	0	NaN
108308044	0	NaN
108308045	0	NaN
108308046	0	NaN
108308047	0	NaN
108308048	0	NaN
108308049	0	NaN
108308050	0	NaN
108308051	0	NaN
108308052	0	NaN
108308053	0	NaN
108308054	0	NaN
108308055	0	NaN
108308056	0	NaN
108308057	0	NaN
108308058	0	NaN
108308059	0	NaN
108308060	0	NaN
108308061	0	NaN
108308062	0	NaN
108308063	0	NaN
108308064	0	NaN
108308065	0	NaN
108308066	0	NaN
108308067	0	NaN
108308068	0	NaN
108308069	0	NaN
108308070	0	NaN
108308071	0	NaN
108308072	0	NaN
108308073	0	NaN
108308074	0	NaN
108308075	0	NaN
108308076	0	NaN
108308077	0	NaN
108308078	0	NaN
108308079	0	NaN
108308080	0	NaN
108308081	0	NaN
108308082	0	NaN
108308083	0	NaN
108308084	0	NaN
108308085	0	NaN
108308086	0	NaN
108308087	0	NaN
108308088	0	NaN
108308089	0	NaN
108308090	0	NaN
108308091	0	NaN
108308092	0	NaN
108308093	0	NaN
108308094	0	NaN
108308095	0	NaN
108308096	0	NaN
108308097	0	NaN
108308098	0	NaN
108308099	0	NaN
108308100	0	NaN
108308101	0	NaN
108308102	0	NaN
108308103	0	NaN
108308104	0	NaN
108308105	0	NaN
108308106	0	NaN
108308107	0	NaN
108308108	0	NaN
108308109	0	NaN
108308110	0	NaN
108308111	0	NaN
108308112	0	NaN
108308113	0	NaN
108308114	0	NaN
108308115	0	NaN
108308116	0	NaN
108308117	0	NaN
108308118	0	NaN
108308119	0	NaN
108308120	0	NaN
108308121	0	NaN
108308122	0	NaN
108308123	0	NaN
108308124	0	NaN
108308125	0	NaN
108308126	0	NaN
108308127	0	NaN
108308128	0	NaN
108308129	0	NaN
108308130	0	NaN
108308131	0	NaN
108308132	0	NaN
108308133	0	NaN
108308134	0	NaN
108308135	0	NaN
108308136	0	NaN
108308137	0	NaN
108308138	0	NaN
108308139	0	NaN
108308140	0	NaN
108308141	0	NaN
108308142	0	NaN
108308143	0	NaN
108308144	0	NaN
108308145	0	NaN
108308146	0	NaN
108308147	0	NaN
108308148	0	NaN
108308149	0	NaN
108308150	0	NaN
108308151	0	NaN
108308152	0	NaN
108308153	0	NaN
108308154	0	NaN
108308155	0	NaN
108308156	0	NaN
108308157	0	NaN
108308158	0	NaN
108308159	0	NaN
108308160	0	NaN
108308161	0	NaN
108308162	0	NaN
108308163	0	NaN
108308164	0	NaN
108308165	0	NaN
108308166	0	NaN
108308167	0	NaN
108308168	0	NaN
108308169	0	NaN
108308170	0	NaN
108308171	0	NaN
108308172	0	NaN
108308173	0	NaN
108308174	0	NaN
108308175	0	NaN
108308176	0	NaN
108308177	0	NaN
108308178	0	NaN
108308179	0	NaN
108308180	0	NaN
108308181	0	NaN
108308182	0	NaN
108308183	0	NaN
108308184	0	NaN
108308185	0	NaN
108308186	0	NaN
108308187	0	NaN
108308188	0	NaN
108308189	0	NaN
108308190	0	NaN
108308191	0	NaN
108308192	0	NaN
108308193	0	NaN
108308194	0	NaN
108308195	0	NaN
108308196	0	NaN
108308197	0	NaN
108308198	0	NaN
108308199	0	NaN
108308200	0	NaN
108308201	0	NaN
108308202	0	NaN
108308203	0	NaN
108308204	0	NaN
108308205	0	NaN
108308206	0	NaN
108308207	0	NaN
108308208	0	NaN
108308209	0	NaN
108308210	0	NaN
108308211	0	NaN
108308212	0	NaN
108308213	0	NaN
108308214	0	NaN
108308215	0	NaN
108308216	0	NaN
108308217	0	NaN
108308218	0	NaN
108308219	0	NaN
108308220	0	NaN
108308221	0	NaN
108308222	0	NaN
108308223	0	NaN
108308224	0	NaN
108308225	0	NaN
108308226	0	NaN
108308227	0	NaN
108308228	0	NaN
108308229	0	NaN
108308230	0	NaN
108308231	0	NaN
108308232	0	NaN
108308233	0	NaN
108308234	0	NaN
108308235	0	NaN
108308236	0	NaN
108308237	0	NaN
108308238	0	NaN
108308239	0	NaN
108308240	0	NaN
108308241	0	NaN
108308242	0	NaN
108308243	0	NaN
108308244	0	NaN
108308245	0	NaN
108308246	0	NaN
108308247	0	NaN
108308248	0	NaN
108308249	0	NaN
108308250	0	NaN
108308251	0	NaN
108308252	0	NaN
108308253	0	NaN
108308254	0	NaN
108308255	0	NaN
108308256	0	NaN
108308257	0	NaN
108308258	0	NaN
108308259	0	NaN
108308260	0	NaN
108308261	0	NaN
108308262	0	NaN
108308263	0	NaN
108308264	0	NaN
108308265	0	NaN
108308266	0	NaN
108308267	0	NaN
108308268	0	NaN
108308269	0	NaN
108308270	0	NaN
108308271	0	NaN
108308272	0	NaN
108308273	0	NaN
108308274	0	NaN
108308275	0	NaN
108308276	0	NaN
108308277	0	NaN
108308278	0	NaN
108308279	0	NaN
108308280	0	NaN
108308281	0	NaN
108308282	0	NaN
108308283	0	NaN
108308284	0	NaN
108308285	0	NaN
108308286	0	NaN
108308287	0	NaN
108308288	0	NaN
108308289	0	NaN
108308290	0	NaN
108308291	0	NaN
108308292	0	NaN
108308293	0	NaN
108308294	0	NaN
108308295	0	NaN
108308296	0	NaN
108308297	0	NaN
108308298	0	NaN
108308299	0	NaN
108308300	0	NaN
108308301	0	NaN
108308302	0	NaN
108308303	0	NaN
108308304	0	NaN
108308305	0	NaN
108308306	0	NaN
108308307	0	NaN
108308308	0	NaN
108308309	0	NaN
108308310	0	NaN
108308311	0	NaN
108308312	0	NaN
108308313	0	NaN
108308314	0	NaN
108308315	0	NaN
108308316	0	NaN
108308317	0	NaN
108308318	0	NaN
108308319	0	NaN
108308320	0	NaN
108308321	0	NaN
108308322	0	NaN
108308323	0	NaN
108308324	0	NaN
108308325	0	NaN
108308326	0	NaN
108308327	0	NaN
108308328	0	NaN
108308329	0	NaN
108308330	0	NaN
108308331	0	NaN
108308332	0	NaN
108308333	0	NaN
108308334	0	NaN
108308335	0	NaN
108308336	0	NaN
108308337	0	NaN
108308338	0	NaN
108308339	0	NaN
108308340	0	NaN
108308341	0	NaN
108308342	0	NaN
108308343	0	NaN
108308344	0	NaN
108308345	0	NaN
108308346	0	NaN
108308347	0	NaN
108308348	0	NaN
108308349	0	NaN
108308350	0	NaN
108308351	0	NaN
108308352	0	NaN
108308353	0	NaN
108308354	0	NaN
108308355	0	NaN
108308356	0	NaN
108308357	0	NaN
108308358	0	NaN
108308359	0	NaN
108308360	0	NaN
108308361	0	NaN
108308362	0	NaN
108308363	0	NaN
108308364	0	NaN
108308365	0	NaN
108308366	0	NaN
108308367	0	NaN
108308368	0	NaN
108308369	0	NaN
108308370	0	NaN
108308371	0	NaN
108308372	0	NaN
108308373	0	NaN
108308374	0	NaN
108308375	0	NaN
108308376	0	NaN
108308377	0	NaN
108308378	0	NaN
108308379	0	NaN
108308380	0	NaN
108308381	0	NaN
108308382	0	NaN
108308383	0	NaN
108308384	0	NaN
108308385	0	NaN
108308386	0	NaN
108308387	0	NaN
108308388	0	NaN
108308389	0	NaN
108308390	0	NaN
108308391	0	NaN
108308392	0	NaN
108308393	0	NaN
108308394	0	NaN
108308395	0	NaN
108308396	0	NaN
108308397	0	NaN
108308398	0	NaN
108308399	0	NaN
108308400	0	NaN
108308401	0	NaN
108308402	0	NaN
108308403	0	NaN
108308404	0	NaN
108308405	0	NaN
108308406	0	NaN
108308407	0	NaN
108308408	0	NaN
108308409	0	NaN
108308410	0	NaN
108308411	0	NaN
108308412	0	NaN
108308413	0	NaN
108308414	0	NaN
108308415	0	NaN
108308416	0	NaN
108308417	0	NaN
